settlement_id,settlement_code,settlement_name,adm2_code,longitude,latitude,pashtun_greg,pashtun_ethno
51,AF0101_V_0102,Jangalak,AF0101,69.1527,34.4915,1.0,1.0
52,AF0101_V_0103,Jaye Rayees,AF0101,69.1565154471392,34.4853228602046,1.0,1.0
53,AF0101_V_0105,Kampani,AF0101,69.06,34.53,1.0,1.0
54,AF0101_V_0106,Karte Chahar,AF0101,69.1387512708561,34.5067068423567,1.0,1.0
55,AF0101_V_0107,Karte Mamorin,AF0101,69.1224810207503,34.5287364232449,1.0,1.0
56,AF0101_V_0108,Karte Nejat/ Qarye Alfath,AF0101,69.0668343658913,34.6038489845784,1.0,1.0
57,AF0101_V_0109,Karte Sakhi,AF0101,69.1456940019013,34.5201729866377,1.0,1.0
58,AF0101_V_0113,Khwaja Bughra Jadid,AF0101,69.1717426270046,34.5766500544987,1.0,1.0
59,AF0101_V_0114,Khwaja Bughra Jadid Bala,AF0101,69.1519836777475,34.600858329193,1.0,1.0
60,AF0101_V_0115,Khwaja Bughra Maqabel Gard,AF0101,69.1603362876837,34.5792334619702,1.0,1.0
61,AF0101_V_0116,Khwaja Jam,AF0101,69.0508,34.5291,1.0,1.0
62,AF0101_V_0119,Khwaja Safa,AF0101,69.17254331,34.51363045,1.0,1.0
63,AF0101_V_0120,Kochi Saraji,AF0101,69.17288151,34.51190103,1.0,1.0
64,AF0101_V_0121,Koh Shir Darwaza-Pule Artal,AF0101,69.1769707205838,34.5139014381951,1.0,1.0
65,AF0101_V_0122,Koti Sangi,AF0101,69.1182756023976,34.5123245052467,1.0,1.0
66,AF0101_V_0125,Lesa Maryam,AF0101,69.145234314948,34.5782247714885,1.0,1.0
67,AF0101_V_0126,Masjed Salman Fars,AF0101,69.1636283406175,34.5817633837079,1.0,1.0
68,AF0101_V_0127,Masjedi Itefaq,AF0101,69.2116999466205,34.5068660212208,1.0,1.0
69,AF0101_V_0136,Musahi Bala,AF0101,69.1591835228916,34.4814086351276,1.0,1.0
70,AF0101_V_0140,Naw Abad astana,AF0101,69.1765187403401,34.556494810591,1.0,1.0
71,AF0101_V_0142,Naw Abad Dehmorad Khan,AF0101,69.1513439016003,34.4829334531276,1.0,1.0
72,AF0101_V_0144,Naw Abad Jabar Khan (PD 6),AF0101,69.116013990666,34.5007287705964,1.0,1.0
73,AF0101_V_0146,Naw Abad Wasal Abad,AF0101,69.1607849437815,34.490238225157,1.0,1.0
74,AF0101_V_0147,Nawabad Aqab 500 Family,AF0101,69.1467941285007,34.5894740360479,1.0,1.0
75,AF0101_V_0148,Nawabadi Dihkipak,AF0101,69.1193,34.5464,1.0,1.0
76,AF0101_V_0149,New abad qoul ab Chakan,AF0101,69.163249201967,34.5239069151246,1.0,1.0
77,AF0101_V_0152,Now Abad Family Hai Reshkhor,AF0101,69.142607,34.430876,1.0,1.0
78,AF0101_V_0153,Now Abad Said Noor Mohammad Shah Mina,AF0101,69.232237,34.515395,1.0,1.0
79,AF0101_V_0154,Paikub wazirabad,AF0101,69.1591415463808,34.5538539320666,1.0,1.0
80,AF0101_V_0155,Panch Piran,AF0101,69.114157469555,34.5932632852313,1.0,1.0
81,AF0101_V_0157,PD1 Bagh-e- Ali Mardan,AF0101,69.1686676893881,34.5118177158225,1.0,1.0
82,AF0101_V_0158,PD1 Chindawol,AF0101,69.1740369515951,34.5111156097448,1.0,1.0
83,AF0101_V_0160,PD1 Darwazi Lawry,AF0101,69.1916728997262,34.5122063334539,1.0,1.0
84,AF0101_V_0161,PD1 Rekahkhana,AF0101,69.1902565677313,34.5164111638923,1.0,1.0
85,AF0101_V_0163,PD1 Shah Najaf,AF0101,69.1750248933114,34.5099705605985,1.0,1.0
86,AF0101_V_0164,PD11  Aqeb Lawai Shanzda,AF0101,69.1168002238602,34.5756846763029,1.0,1.0
87,AF0101_V_0165,PD11 Naw Abad Prozha Jadid Khair Khana,AF0101,69.1414682061018,34.5861488700929,1.0,1.0
88,AF0101_V_0166,Project Taimani,AF0101,69.153181711188,34.5552054425838,1.0,1.0
89,AF0101_V_0167,Prozha Panj Khair Khana,AF0101,69.1223649944762,34.597423894307,1.0,1.0
90,AF0101_V_0169,Pule Artal,AF0101,69.1558067576294,34.5121252006598,1.0,1.0
91,AF0101_V_0171,Qabristan 500 Family,AF0101,69.1482138047938,34.5897477651216,1.0,1.0
92,AF0101_V_0172,Qala Ali Mardan,AF0101,69.1085973251231,34.4814791101245,1.0,1.0
93,AF0101_V_0175,Qala Jabar Khan,AF0101,69.11536612232,34.5040482432811,1.0,1.0
94,AF0101_V_0176,Qala Nazer,AF0101,69.0874,34.5215,1.0,1.0
95,AF0101_V_0177,Qala Nazer (PD 6),AF0101,69.1142130144841,34.4960904513009,1.0,1.0
96,AF0101_V_0178,Qala Sultan Jan,AF0101,69.0066522795522,34.4636917264021,1.0,1.0
97,AF0101_V_0181,Qalachi Khomdan,AF0101,69.2256926977279,34.4883814985079,1.0,1.0
98,AF0101_V_0183,Qala-e Laghmani Ha,AF0101,69.2141669650556,34.5421148605931,1.0,1.0
99,AF0101_V_0188,Qala-i- Bakhtyar,AF0101,69.1068,34.4713,1.0,1.0
100,AF0101_V_0190,Qala-i- Fatooh,AF0101,69.1429,34.4392,1.0,1.0
101,AF0101_V_0191,Qalai Gernail,AF0101,69.105182,34.517376,1.0,1.0
102,AF0101_V_0194,Qala-i- Hashmat Khan,AF0101,69.1882,34.492,1.0,1.0
103,AF0101_V_0203,Qala-i- Muhammad Hayat Khan,AF0101,69.0881,34.4843,1.0,1.0
104,AF0101_V_0206,Qala-i- Najar Ha,AF0101,69.1303,34.4498,1.0,1.0
105,AF0101_V_0208,Qala-i- Pakhchak,AF0101,69.1009,34.481,1.0,1.0
106,AF0101_V_0213,Qala-i- Wazeer,AF0101,69.0642,34.5291,1.0,1.0
107,AF0101_V_0215,Qala-i-musa,AF0101,69.1767,34.5447,1.0,1.0
108,AF0101_V_0225,Qargha,AF0101,69.0536,34.5477,1.0,1.0
109,AF0101_V_0226,Qarye Khwaja Bughra,AF0101,69.1603263460274,34.5803633149737,1.0,1.0
110,AF0101_V_0228,Qesmat 1 Cheshma Kotal,AF0101,69.0972643282056,34.5765952526384,1.0,1.0
111,AF0101_V_0229,Qesmat 2 Cheshma Kotal,AF0101,69.0959168773146,34.5760085451342,1.0,1.0
112,AF0101_V_0230,Qesmat e 1 Shaharak e Wahdat,AF0101,69.0764069244502,34.5960490235751,1.0,1.0
113,AF0101_V_0231,Qesmat e 2 Shahrak e Wahdat,AF0101,69.0680136800421,34.5954633245501,1.0,1.0
114,AF0101_V_0233,Rahman Mena,AF0101,69.2264,34.5066,1.0,1.0
115,AF0101_V_0237,Samt-e-Shamal Neyazbeg,AF0101,69.0955225568896,34.5175304301766,1.0,1.0
116,AF0101_V_0238,Sanatoryam,AF0101,69.1158346560423,34.4635130326763,1.0,1.0
117,AF0101_V_0240,Sarai Ghazni,AF0101,69.1327694516565,34.5075526317363,1.0,1.0
118,AF0101_V_0243,Saraki Payen,AF0101,69.222202,34.528073,1.0,1.0
119,AF0101_V_0246,Sare Tapee Karte Naw,AF0101,69.2396998966935,34.5112751490972,1.0,1.0
120,AF0101_V_0247,Sarepol Khwaja Bughra,AF0101,69.1632918729644,34.5909402688339,1.0,1.0
121,AF0101_V_0248,Shah Shaheed,AF0101,69.1995811119137,34.5078174585319,1.0,1.0
122,AF0101_V_0249,Shahrak Abdullah Ansaree,AF0101,69.0258853674086,34.4756925402449,1.0,1.0
123,AF0101_V_0250,Shahrak e Adrogul,AF0101,69.0806384565644,34.6233316903806,1.0,1.0
124,AF0101_V_0251,Shahrak e Amniat Mili,AF0101,69.2320883334519,34.5767272403211,1.0,1.0
125,AF0101_V_0252,Shahrak e Pamir,AF0101,69.08572180073,34.5918944421571,1.0,1.0
126,AF0101_V_0254,Shahrak Enkeshafi kamyab,AF0101,69.0966441745454,34.5889635321262,1.0,1.0
127,AF0101_V_0255,Shahrak Enkeshafi Tilahi,AF0101,69.0869182672489,34.6145101508253,1.0,1.0
128,AF0101_V_0256,Shahrak Mahdia (1),AF0101,69.0590062064938,34.4738604449568,1.0,1.0
129,AF0101_V_0257,Shahrak Mahdia (2),AF0101,69.058134108468,34.4838500795132,1.0,1.0
130,AF0101_V_0258,Shahrak Omid Sabz,AF0101,69.0906427170016,34.4682837189455,1.0,1.0
131,AF0101_V_0259,Shahrak Safa (PD 17),AF0101,69.0815480200793,34.6033022885061,1.0,1.0
132,AF0101_V_0260,Shahrak Sulh,AF0101,69.0821928869842,34.5999308856439,1.0,1.0
133,AF0101_V_0261,Shahrak Surkhabad,AF0101,69.0419063167212,34.4786780432414,1.0,1.0
134,AF0101_V_0262,Shahrak Wahdat (PD 17),AF0101,69.0823768603826,34.5966483585412,1.0,1.0
135,AF0101_V_0264,Shahrake Kamyab Sare Kotal,AF0101,69.0882884722106,34.5863028575261,1.0,1.0
136,AF0101_V_0265,Shahrake Telayee (PD 17),AF0101,69.0800262477174,34.6099261665917,1.0,1.0
137,AF0101_V_0266,Shahrake Zakrin,AF0101,69.0770519139586,34.5789487180207,1.0,1.0
138,AF0101_V_0270,Sharak 12 Emam - Sarpol,AF0101,69.0845567508919,34.5024984072897,1.0,1.0
139,AF0101_V_0271,Shash Darak,AF0101,69.1940475148982,34.529913578545,1.0,1.0
140,AF0101_V_0276,Tahia Maskan 90 Family,AF0101,69.12838352357,34.5515721028525,1.0,1.0
141,AF0101_V_0277,Tahreyan,AF0101,69.1669899598505,34.5631582106521,1.0,1.0
142,AF0101_V_0280,Tangi Logar,AF0101,69.22224943,34.48624029,1.0,1.0
143,AF0101_V_0281,Tangi Tara Khail Angor Bagh,AF0101,69.2446016696818,34.5653995096791,1.0,1.0
144,AF0101_V_0284,Tape Bini Hesar,AF0101,69.1916426479865,34.491941515774,1.0,1.0
145,AF0101_V_0285,Tape Maranjan,AF0101,69.20515197391,34.5145977555439,1.0,1.0
146,AF0101_V_0286,Tape Mula Buzurg,AF0101,69.16063463,34.49547456,1.0,1.0
147,AF0101_V_0291,Udkhel,AF0101,69.2643,34.5372,1.0,1.0
148,AF0101_V_0292,Unchee Baghbanan,AF0101,69.0884,34.5051,1.0,1.0
149,AF0101_V_0293,Wasal Abad Masjede Jamy,AF0101,69.1580303689274,34.4920000624632,1.0,1.0
150,AF0101_V_0296,Zer Tasadi,AF0101,69.0824889372766,34.5824313509378,1.0,1.0
151,AF0101_V_0300,Bist Hazari,AF0101,69.0847824025517,34.4998426812888,1.0,1.0
152,AF0101_V_0301,Guzar Sang Tarashi,AF0101,69.1895633582725,34.5155561925901,1.0,1.0
153,AF0102_V_0003,Allah Qouli,AF0102,68.9446,34.5953,1.0,1.0
154,AF0102_V_0010,Babo,AF0102,69.0044,34.5515,1.0,1.0
155,AF0102_V_0011,Badam Qoul,AF0102,68.8772,34.4702,1.0,1.0
156,AF0102_V_0014,Baig Toot,AF0102,68.9434,34.5566,1.0,1.0
157,AF0102_V_0017,Bar Arghandy,AF0102,68.90746,34.48383,1.0,1.0
158,AF0102_V_0028,Dahi Arbab,AF0102,69.0131,34.5616,1.0,1.0
159,AF0102_V_0029,Dahi Meyana,AF0102,68.9559,34.5981,1.0,1.0
160,AF0102_V_0035,Do Dahi Mast,AF0102,69.0062,34.5664,1.0,1.0
161,AF0102_V_0036,Dorahee,AF0102,69.045651627098,34.53271504964,1.0,1.0
162,AF0102_V_0039,Eassa Khail,AF0102,68.9792,34.5864,1.0,1.0
163,AF0102_V_0044,Gul Ghundi,AF0102,68.8647,34.527,1.0,1.0
164,AF0102_V_0067,Khwaja Jam,AF0102,69.019405,34.540851,1.0,1.0
165,AF0102_V_0085,Nader Khail,AF0102,68.9705,34.5949,1.0,1.0
166,AF0102_V_0087,Now Abad Safid Sang,AF0102,69.019125,34.533727,1.0,1.0
167,AF0102_V_0091,Pashaye,AF0102,68.9636,34.5807,1.0,1.0
168,AF0102_V_0097,Qala Agha,AF0102,69.0115,34.54,1.0,1.0
169,AF0102_V_0104,Qala Faizullah,AF0102,68.9968,34.5498,1.0,1.0
170,AF0102_V_0117,Qala Omar Khan,AF0102,68.9722,34.574,1.0,1.0
171,AF0102_V_0137,Qal'eh-ye Malek,AF0102,68.9817,34.57453,1.0,1.0
172,AF0102_V_0155,Safid Sang,AF0102,69.0405,34.5454,1.0,1.0
173,AF0102_V_0158,Sang Safid,AF0102,68.9536,34.5997,1.0,1.0
174,AF0103_V_0002,Ali Khail,AF0103,69.0948,34.3245,1.0,1.0
175,AF0103_V_0003,Alikhail-e-Angorbagh,AF0103,69.10745243,34.33427256,1.0,1.0
176,AF0103_V_0009,Bala Qala Char Asiyab,AF0103,69.1428,34.4148,1.0,1.0
177,AF0103_V_0013,Chahar Suq,AF0103,69.1583,34.409,1.0,1.0
178,AF0103_V_0014,Char Qala,AF0103,69.0353,34.3903,1.0,1.0
179,AF0103_V_0016,Chehl Dukhtaran,AF0103,69.124,34.3759,1.0,1.0
180,AF0103_V_0018,Farmely Tangi Sayidan,AF0103,69.1143,34.4188,1.0,1.0
181,AF0103_V_0019,Ghazi Abad,AF0103,69.15657892,34.41791134,1.0,1.0
182,AF0103_V_0022,Gulbagh,AF0103,69.1334,34.4217,1.0,1.0
183,AF0103_V_0023,Gulzar,AF0103,69.1699,34.3936,1.0,1.0
184,AF0103_V_0025,Halyas Khail,AF0103,69.1436,34.3947,1.0,1.0
185,AF0103_V_0026,Ismail Khail,AF0103,69.08800163,34.31835167,1.0,1.0
186,AF0103_V_0031,Khair Abad,AF0103,69.1751,34.4188,1.0,1.0
187,AF0103_V_0033,Kodi,AF0103,69.0723,34.341,1.0,1.0
188,AF0103_V_0037,Myakhail Ha,AF0103,69.10509032,34.38903872,1.0,1.0
189,AF0103_V_0038,Naw Abad Khair Abad,AF0103,69.18182769,34.42239512,1.0,1.0
190,AF0103_V_0040,Now Neyaz,AF0103,69.1163,34.3512,1.0,1.0
191,AF0103_V_0042,Qala Bawar,AF0103,69.1467,34.389,1.0,1.0
192,AF0103_V_0044,Qala Jalal,AF0103,69.1187,34.4101,1.0,1.0
193,AF0103_V_0045,Qala Jan Khan,AF0103,69.1155,34.4145,1.0,1.0
194,AF0103_V_0047,Qala Koh,AF0103,69.0907,34.4071,1.0,1.0
195,AF0103_V_0049,Qala Luqman,AF0103,69.1118,34.4068,1.0,1.0
196,AF0103_V_0051,Qala Nahim,AF0103,69.1677,34.3981,1.0,1.0
197,AF0103_V_0052,Qala Omar Khan,AF0103,69.0595,34.3969,1.0,1.0
198,AF0103_V_0053,Qala Safid,AF0103,69.0735,34.3555,1.0,1.0
199,AF0103_V_0055,Qalae Aslam,AF0103,69.12135606,34.32496413,1.0,1.0
200,AF0103_V_0056,Qal'eh-ye Atamohammad-khan,AF0103,69.0825,34.3961,1.0,1.0
201,AF0103_V_0059,Qal'eh-ye Loku,AF0103,69.09629,34.35639,1.0,1.0
202,AF0103_V_0064,Qaleh-ye Neshan,AF0103,69.1148,34.3216,1.0,1.0
203,AF0103_V_0069,Qoul Jous,AF0103,69.117233,34.416343,1.0,1.0
204,AF0103_V_0071,Rishkhore Olya,AF0103,69.12642573,34.42375157,1.0,1.0
205,AF0103_V_0073,Said Khail,AF0103,69.09164913,34.38821885,1.0,1.0
206,AF0103_V_0077,Shah Toot,AF0103,69.0872,34.3923,1.0,1.0
207,AF0103_V_0078,Shahbay,AF0103,69.057,34.3577,1.0,1.0
208,AF0103_V_0079,Shetor Dara,AF0103,69.038515,34.397858,1.0,1.0
209,AF0103_V_0081,Tajeki Lalandar,AF0103,69.0301,34.3965,1.0,1.0
210,AF0104_V_0002,Aka Khail,AF0104,69.2385017327951,34.4733672479474,1.0,1.0
211,AF0104_V_0003,Alo Khail,AF0104,69.2771,34.5264,1.0,1.0
212,AF0104_V_0005,Bagrami,AF0104,69.32171458,34.51562961,1.0,1.0
213,AF0104_V_0006,Butkhak,AF0104,69.3522,34.5045,1.0,1.0
214,AF0104_V_0007,Char Khab,AF0104,69.1905,34.4631,1.0,1.0
215,AF0104_V_0008,Dahi Yaqoub,AF0104,69.2306,34.4601,1.0,1.0
216,AF0104_V_0009,Gard Kol Qoul,AF0104,69.25257,34.48693,1.0,1.0
217,AF0104_V_0010,Gosfand Dara,AF0104,69.3734,34.4555,1.0,1.0
218,AF0104_V_0012,Hise 1 Gard Kol Qoul,AF0104,69.254955402475,34.4831291263347,1.0,1.0
219,AF0104_V_0014,Hussain Khail,AF0104,69.3016,34.4874,1.0,1.0
220,AF0104_V_0015,Kamari,AF0104,69.2775,34.4728,1.0,1.0
221,AF0104_V_0017,Mamozai,AF0104,69.2539,34.4554,1.0,1.0
222,AF0104_V_0019,Meya Khail,AF0104,69.2331,34.4511,1.0,1.0
223,AF0104_V_0021,Naw Abad,AF0104,69.3027922,34.50035144,1.0,1.0
224,AF0104_V_0023,Qala Ahmad Khan,AF0104,69.2618,34.5066,1.0,1.0
225,AF0104_V_0026,Qala Hassan Khan Hulya,AF0104,69.2249,34.4648,1.0,1.0
226,AF0104_V_0027,Qala Hassan Khan Payen,AF0104,69.2452,34.4666,1.0,1.0
227,AF0104_V_0031,Qala Neyazi,AF0104,69.2159,34.4706,1.0,1.0
228,AF0104_V_0032,Qala Noman,AF0104,69.2472,34.4905,1.0,1.0
229,AF0104_V_0049,Sahak,AF0104,69.2187,34.4544,1.0,1.0
230,AF0104_V_0050,Sayfuddin,AF0104,69.2606,34.4579,1.0,1.0
231,AF0104_V_0052,Shamroz Abad,AF0104,69.3031080844507,34.5272616171466,1.0,1.0
232,AF0104_V_0053,Shena,AF0104,69.2937,34.5211,1.0,1.0
233,AF0104_V_0054,Shewaki,AF0104,69.2332,34.4568,1.0,1.0
234,AF0105_V_0001,Abdara Hulya,AF0105,69.3562,34.7144,1.0,1.0
235,AF0105_V_0002,Abdara Sufla,AF0105,69.3174,34.7099,1.0,1.0
236,AF0105_V_0007,Ali Khail Qala Jaje,AF0105,69.37983,34.63274,1.0,1.0
237,AF0105_V_0010,Baba Qashqar,AF0105,69.3621,34.6777,1.0,1.0
238,AF0105_V_0011,Bakhtyaran,AF0105,69.2773,34.6066,1.0,1.0
239,AF0105_V_0012,Bandi Khana,AF0105,69.2445,34.7116,1.0,1.0
240,AF0105_V_0015,Dahi Sabz Khas,AF0105,69.3865,34.6391,1.0,1.0
241,AF0105_V_0016,Dahi Yahya,AF0105,69.2392,34.603,1.0,1.0
242,AF0105_V_0020,Gagar,AF0105,69.2584,34.7481,1.0,1.0
243,AF0105_V_0021,Ghazi Abad,AF0105,69.3901,34.5478,1.0,1.0
244,AF0105_V_0024,Jaro,AF0105,69.3165,34.7251,1.0,1.0
245,AF0105_V_0027,Kata Khail,AF0105,69.3497,34.6083,1.0,1.0
246,AF0105_V_0029,Khowja Chasht,AF0105,69.2376,34.6446,1.0,1.0
247,AF0105_V_0030,Khowja Ghar,AF0105,69.4019,34.624,1.0,1.0
248,AF0105_V_0031,Kota Ha,AF0105,69.3792,34.6601,1.0,1.0
249,AF0105_V_0037,Paimanar,AF0105,69.2094,34.6022,1.0,1.0
250,AF0105_V_0040,Qala Afzal Khan,AF0105,69.21,34.6476,1.0,1.0
251,AF0105_V_0042,Qala Haji Sahib,AF0105,69.2154,34.6749,1.0,1.0
252,AF0105_V_0048,Qala Rustam,AF0105,69.3393,34.6757,1.0,1.0
253,AF0105_V_0049,Qala Zaren,AF0105,69.2621,34.609,1.0,1.0
254,AF0105_V_0051,Qal'eh-ye Haji Mohammad Afzalkhan,AF0105,69.2004,34.6485,1.0,1.0
255,AF0105_V_0052,Safi Kot,AF0105,69.36483059,34.56951413,1.0,1.0
256,AF0105_V_0053,Sang Aw,AF0105,69.233,34.7415,1.0,1.0
257,AF0105_V_0059,Shani Kalay,AF0105,69.3567,34.6408,1.0,1.0
258,AF0105_V_0060,Shorab,AF0105,69.2279,34.703,1.0,1.0
259,AF0105_V_0064,Tangi Gharo,AF0105,69.3958,34.5722,1.0,1.0
260,AF0105_V_0067,Tara Khail,AF0105,69.2562,34.5849,1.0,1.0
261,AF0106_V_0067,Qala Dasht,AF0106,69.0964,34.6572,1.0,1.0
262,AF0107_V_0003,Ahangaran,AF0107,69.2026,34.3609,1.0,1.0
263,AF0107_V_0004,Ahmad Khail,AF0107,69.1615,34.3382,1.0,1.0
264,AF0107_V_0005,Akhund Dara,AF0107,69.286,34.3756,1.0,1.0
265,AF0107_V_0006,Alamkhan Kala,AF0107,69.22319,34.3774,1.0,1.0
266,AF0107_V_0008,Alo Khail Payen,AF0107,69.1633,34.3232,1.0,1.0
267,AF0107_V_0010,Bagh-e-Kalan,AF0107,69.16991505,34.3267474,1.0,1.0
268,AF0107_V_0011,Bar Meya Khail,AF0107,69.1827,34.3322,1.0,1.0
269,AF0107_V_0014,Dahi Kalan,AF0107,69.1713,34.3228,1.0,1.0
270,AF0107_V_0015,Gar Gab,AF0107,69.2745,34.3642,1.0,1.0
271,AF0107_V_0016,Guldara,AF0107,69.2451,34.3898,1.0,1.0
272,AF0107_V_0018,Haji Khail,AF0107,69.2187,34.3509,1.0,1.0
273,AF0107_V_0019,Haji Malang,AF0107,69.2108,34.3546,1.0,1.0
274,AF0107_V_0021,Hussain Khail,AF0107,69.1701,34.3319,1.0,1.0
275,AF0107_V_0024,Khanan Khail Bala,AF0107,69.1891,34.341,1.0,1.0
276,AF0107_V_0025,Khanan Khail Payen,AF0107,69.18706246,34.3426667,1.0,1.0
277,AF0107_V_0027,Kotgay,AF0107,69.2413,34.3741,1.0,1.0
278,AF0107_V_0030,Mohen Khail,AF0107,69.2258,34.3881,1.0,1.0
279,AF0107_V_0032,Pache,AF0107,69.29,34.4031,1.0,1.0
280,AF0107_V_0036,Qala Abdul Raouf,AF0107,69.2183,34.3671,1.0,1.0
281,AF0107_V_0038,Qala Janan,AF0107,69.1711,34.3503,1.0,1.0
282,AF0107_V_0039,Qala Kohna,AF0107,69.2001,34.3723,1.0,1.0
283,AF0107_V_0040,Qala Malik Faiz Mohammad,AF0107,69.1576205,34.33982219,1.0,1.0
284,AF0107_V_0041,Qala Mufte,AF0107,69.2256,34.3782,1.0,1.0
285,AF0107_V_0042,Qalae Ahmad Khan,AF0107,69.22123537,34.37565109,1.0,1.0
286,AF0107_V_0044,Qalae Mohammad Hashem Khan,AF0107,69.25293112,34.39137978,1.0,1.0
287,AF0107_V_0045,Qalai Koh Maidan,AF0107,69.1473423,34.32842516,1.0,1.0
288,AF0107_V_0046,Qalaye Azizullah,AF0107,69.19704519,34.34064064,1.0,1.0
289,AF0107_V_0047,Qalaye Basqoli,AF0107,69.21415663,34.33785252,1.0,1.0
